年,週,mean_value
2008,1,9.220833333333333
2008,2,9.6875
2008,3,5.3
2008,4,6.404347826086957
2008,5,4.216666666666666
2008,6,5.95
2008,7,5.116666666666666
2008,8,9.285714285714286
2008,9,7.479166666666668
2008,10,11.508333333333333
2008,11,6.878260869565217
2008,12,8.612499999999999
2008,13,9.320833333333333
2008,14,5.333333333333333
2008,15,7.195833333333333
2008,16,9.070833333333333
2008,17,8.604166666666666
2008,18,9.645833333333334
2008,19,10.943478260869565
2008,20,5.643478260869566
2008,21,6.4
2008,22,7.945833333333333
2008,23,8.420833333333334
2008,24,4.666666666666667
2008,25,7.866666666666667
2008,26,6.478260869565218
2008,27,9.495833333333332
2008,28,4.645833333333333
2008,29,6.658333333333334
2008,30,21.79583333333333
2008,31,4.120833333333334
2008,32,7.979166666666668
2008,33,9.029166666666667
2008,34,8.1875
2008,35,8.120833333333334
2008,36,5.804166666666666
2008,37,4.291666666666667
2008,38,10.6625
2008,39,3.0863636363636364
2008,40,9.275
2008,41,3.920833333333333
2008,42,4.2214285714285715
2008,43,10.158333333333333
2008,44,6.957142857142857
2008,45,9.008333333333336
2008,46,4.845833333333332
2008,47,6.279166666666666
2008,48,6.258333333333333
2008,49,5.9208333333333325
2008,50,5.662499999999999
2008,51,9.416666666666666
2008,52,5.083333333333333
2009,1,6.6875
2009,2,8.169565217391305
2009,3,7.341666666666666
2009,4,7.675
2009,5,2.45
2009,6,3.845833333333333
2009,7,6.45
2009,8,5.433333333333334
2009,9,5.283333333333334
2009,10,3.329166666666667
2009,11,6.63684210526316
2009,12,7.991666666666667
2009,13,4.7125
2009,14,4.929166666666666
2009,15,5.6083333333333325
2009,16,3.8625
2009,17,3.8166666666666655
2009,18,4.304166666666666
2009,19,4.311111111111111
2009,20,5.4
2009,21,5.447826086956521
2009,22,6.366666666666667
2009,23,5.4
2009,24,3.925
2009,25,4.666666666666667
2009,26,4.754166666666666
2009,27,4.608333333333333
2009,28,7.004166666666667
2009,29,3.8708333333333336
2009,30,7.142857142857142
2009,31,5.2375
2009,32,4.3625
2009,33,4.733333333333333
2009,34,6.445833333333333
2009,35,8.5
2009,36,3.254166666666667
2009,37,3.1916666666666664
2009,38,12.058333333333332
2009,39,4.275
2009,40,3.4874999999999994
2009,41,3.2625000000000006
2009,42,4.069565217391304
2009,43,3.4625
2009,44,3.520833333333333
2009,45,6.245833333333334
2009,46,3.875
2009,47,2.9416666666666664
2009,48,3.5708333333333333
2009,49,5.645833333333332
2009,50,7.441666666666666
2009,51,7.291666666666668
2009,52,7.754166666666666
2009,53,6.020833333333332
2010,1,5.4375
2010,2,4.658333333333333
2010,3,7.366666666666667
2010,4,6.354166666666668
2010,5,5.716666666666666
2010,6,9.241666666666667
2010,7,20.15
2010,8,19.25652173913043
2010,9,8.0375
2010,10,6.2
2010,11,5.883333333333333
2010,12,4.808333333333334
2010,13,4.975
2010,14,7.05
2010,15,4.736363636363637
2010,16,6.941666666666666
2010,17,4.125
2010,18,5.716666666666666
2010,19,5.333333333333333
2010,20,7.612500000000002
2010,21,11.1
2010,22,4.320833333333334
2010,23,5.716666666666666
2010,24,
2010,25,14.5
2010,26,6.087500000000001
2010,27,4.958333333333333
2010,28,5.445833333333333
2010,29,4.083333333333333
2010,30,6.7250000000000005
2010,31,7.270833333333332
2010,32,9.741666666666667
2010,33,5.083333333333333
2010,34,4.5875
2010,35,4.116666666666666
2010,36,5.233333333333333
2010,37,5.525
2010,38,3.454166666666666
2010,39,3.9791666666666665
2010,40,3.8666666666666663
2010,41,6.491666666666666
2010,42,7.966666666666666
2010,43,2.920833333333334
2010,44,4.625
2010,45,5.295833333333333
2010,46,3.954166666666666
2010,47,3.279166666666667
2010,48,5.254166666666666
2010,49,5.5
2010,50,6.633333333333333
2010,51,6.6083333333333325
2010,52,6.3291666666666675
2011,1,6.637499999999998
2011,2,5.041666666666667
2011,3,3.360869565217392
2011,4,6.304166666666667
2011,5,4.170833333333333
2011,6,4.091304347826087
2011,7,5.479166666666668
2011,8,6.556521739130435
2011,9,8.116666666666667
2011,10,4.891666666666667
2011,11,7.695833333333333
2011,12,5.8916666666666675
2011,13,3.733333333333333
2011,14,4.7875000000000005
2011,15,9.365217391304348
2011,16,6.1875
2011,17,5.233333333333333
2011,18,4.75
2011,19,4.25
2011,20,7.579166666666667
2011,21,3.7833333333333337
2011,22,5.7375
2011,23,5.329166666666667
2011,24,6.070833333333333
2011,25,4.066666666666666
2011,26,7.029166666666666
2011,27,7.583333333333332
2011,28,3.9791666666666665
2011,29,5.070833333333333
2011,30,5.236363636363637
2011,31,3.783333333333333
2011,32,4.325
2011,33,7.737500000000002
2011,34,7.524999999999999
2011,35,8.120833333333334
2011,36,8.095454545454546
2011,37,3.2541666666666664
2011,38,4.529166666666666
2011,39,4.979166666666667
2011,40,3.727272727272727
2011,41,3.9478260869565216
2011,42,4.675
2011,43,4.016666666666667
2011,44,5.220833333333334
2011,45,3.066666666666667
2011,46,4.629166666666666
2011,47,4.266666666666667
2011,48,5.6083333333333325
2011,49,4.2375
2011,50,4.079166666666667
2011,51,6.191666666666666
2011,52,4.2375
2012,1,4.845833333333332
2012,2,4.025
2012,3,3.420833333333333
2012,4,3.4666666666666663
2012,5,3.8041666666666663
2012,6,3.895000000000001
2012,7,5.6173913043478265
2012,8,14.395833333333336
2012,9,9.441666666666666
2012,10,6.595833333333334
2012,11,5.5625
2012,12,5.166666666666667
2012,13,4.016666666666667
2012,14,5.879166666666667
2012,15,7.0791666666666675
2012,16,5.204166666666667
2012,17,5.123529411764705
2012,18,9.995833333333332
2012,19,5.6875
2012,20,4.245833333333334
2012,21,7.916666666666668
2012,22,3.608333333333333
2012,23,4.6173913043478265
2012,24,2.918181818181817
2012,25,3.7416666666666663
2012,26,3.7458333333333336
2012,27,5.433333333333334
2012,28,5.49
2012,29,4.741666666666666
2012,30,3.1565217391304343
2012,31,4.3
2012,32,3.62608695652174
2012,33,4.008333333333334
2012,34,2.15
2012,35,3.2916666666666665
2012,36,1.7875000000000003
2012,37,2.5541666666666667
2012,38,4.35
2012,39,3.775
2012,40,3.2956521739130435
2012,41,2.8043478260869565
2012,42,1.6333333333333335
2012,43,3.4173913043478263
2012,44,2.5181818181818185
2012,45,5.036363636363637
2012,46,4.125
2012,47,3.743478260869565
2012,48,3.8173913043478263
2012,49,5.366666666666667
2012,50,3.5666666666666664
2012,51,5.582608695652175
2012,52,4.959090909090909
2013,1,3.6166666666666663
2013,2,4.0625
2013,3,3.0083333333333333
2013,4,4.308333333333334
2013,5,5.154166666666667
2013,6,5.413043478260869
2013,7,3.2416666666666667
2013,8,5.878260869565217
2013,9,5.495454545454546
2013,10,5.45
2013,11,6.817391304347828
2013,12,4.1875
2013,13,3.545833333333333
2013,14,4.004166666666666
2013,15,2.975
2013,16,5.1125
2013,17,3.9708333333333337
2013,18,2.6769230769230767
2013,19,5.7958333333333325
2013,20,7.25
2013,21,3.6791666666666667
2013,22,9.245833333333332
2013,23,5.995833333333334
2013,24,5.4208333333333325
2013,25,6.591666666666666
2013,26,9.4625
2013,27,6.1125
2013,28,4.75
2013,29,4.2250000000000005
2013,30,5.0125
2013,31,6.145833333333332
2013,32,7.92608695652174
2013,33,3.9666666666666672
2013,34,5.304166666666667
2013,35,4.483333333333333
2013,36,4.158333333333334
2013,37,5.429166666666666
2013,38,3.475
2013,39,3.1045454545454545
2013,40,2.225
2013,41,5.720833333333334
2013,42,2.9291666666666667
2013,43,3.208333333333333
2013,44,3.3083333333333336
2013,45,5.05
2013,46,4.7250000000000005
2013,47,6.041666666666668
2013,48,4.920833333333333
2013,49,7.320833333333333
2013,50,6.1875
2013,51,4.320833333333334
2013,52,8.654166666666667
2014,1,6.566666666666666
2014,2,4.99090909090909
2014,3,5.8916666666666675
2014,4,5.820833333333333
2014,5,4.508333333333333
2014,6,2.983333333333333
2014,7,2.6166666666666667
2014,8,4.079166666666667
2014,9,5.208333333333333
2014,10,2.5625
2014,11,5.770833333333332
2014,12,5.358333333333333
2014,13,4.8625
2014,14,3.129166666666667
2014,15,4.325
2014,16,5.230434782608696
2014,17,4.8375
2014,18,4.126086956521739
2014,19,3.0826086956521737
2014,20,4.758333333333334
2014,21,3.0708333333333333
2014,22,3.65
2014,23,4.560869565217392
2014,24,2.833333333333333
2014,25,3.7291666666666665
2014,26,6.545833333333333
2014,27,5.273913043478262
2014,28,4.616666666666666
2014,29,5.029166666666667
2014,30,3.1
2014,31,4.3125
2014,32,5.953846153846153
2014,33,4.957142857142856
2014,34,7.475
2014,35,5.270833333333333
2014,36,10.995833333333332
2014,37,8.683333333333334
2014,38,6.666666666666668
2014,39,6.4541666666666675
2014,40,8.960869565217392
2014,41,4.425
2014,42,4.469565217391303
2014,43,3.8958333333333335
2014,44,4.358333333333333
2014,45,4.245454545454546
2014,46,3.1124999999999994
2014,47,4.145833333333333
2014,48,4.904166666666668
2014,49,4.616666666666667
2014,50,4.925
2014,51,4.556521739130434
2014,52,4.378260869565217
2015,1,4.6125
2015,2,4.458333333333333
2015,3,3.8875
2015,4,5.086956521739131
2015,5,4.682608695652174
2015,6,4.558333333333334
2015,7,4.666666666666667
2015,8,3.2458333333333336
2015,9,3.4000000000000004
2015,10,3.8333333333333335
2015,11,7.2875
2015,12,8.0625
2015,13,4.960869565217392
2015,14,6.470833333333334
2015,15,5.5625
2015,16,7.816666666666666
2015,17,3.8250000000000006
2015,18,6.180952380952381
2015,19,6.204166666666667
2015,20,8.645833333333334
2015,21,3.458333333333333
2015,22,4.6875
2015,23,5.345833333333334
2015,24,6.3291666666666675
2015,25,7.326086956521738
2015,26,4.966666666666667
2015,27,3.283333333333333
2015,28,2.7416666666666667
2015,29,6.066666666666667
2015,30,7.804166666666667
2015,31,8.741666666666665
2015,32,8.8375
2015,33,4.8826086956521735
2015,34,5.258333333333334
2015,35,5.333333333333333
2015,36,4.5375000000000005
2015,37,2.7818181818181817
2015,38,3.975
2015,39,10.591666666666667
2015,40,4.139130434782608
2015,41,7.416666666666668
2015,42,3.7291666666666665
2015,43,3.4333333333333336
2015,44,3.583333333333333
2015,45,5.566666666666667
2015,46,6.633333333333334
2015,47,3.8947368421052633
2015,48,2.6750000000000003
2015,49,4.008695652173913
2015,50,3.8541666666666665
2015,51,5.5875
2015,52,5.991666666666667
2015,53,3.595833333333333
2016,1,4.612500000000002
2016,2,2.458333333333333
2016,3,2.495833333333333
2016,4,5.216666666666666
2016,5,4.6125
2016,6,3.3625000000000003
2016,7,2.658333333333333
2016,8,2.3045454545454547
2016,9,3.3875000000000006
2016,10,3.695833333333333
2016,11,4.608333333333333
2016,12,3.475
2016,13,6.5625
2016,14,5.708333333333332
2016,15,6.291666666666668
2016,16,5.316666666666666
2016,17,6.145454545454545
2016,18,7.091666666666666
2016,19,4.141666666666667
2016,20,5.4125000000000005
2016,21,8.166666666666666
2016,22,3.670833333333334
2016,23,4.4125
2016,24,4.066666666666666
2016,25,5.65
2016,26,4.258333333333333
2016,27,2.5416666666666665
2016,28,4.145833333333333
2016,29,8.104166666666666
2016,30,5.670833333333333
2016,31,4.716666666666666
2016,32,2.891304347826087
2016,33,6.3434782608695635
2016,34,7.083333333333332
2016,35,4.645833333333333
2016,36,3.5541666666666667
2016,37,2.6625
2016,38,3.5375
2016,39,3.1625
2016,40,3.1045454545454545
2016,41,3.391666666666667
2016,42,5.4541666666666675
2016,43,5.095833333333334
2016,44,5.604166666666668
2016,45,3.125
2016,46,11.936363636363636
2016,47,3.5666666666666664
2016,48,3.6583333333333337
2016,49,4.083333333333333
2016,50,3.9956521739130433
2016,51,4.025
2016,52,4.120833333333334
2017,1,5.670833333333333
2017,2,4.4625
2017,3,3.0583333333333336
2017,4,4.304166666666667
2017,5,2.375
2017,6,3.391304347826087
2017,7,5.412499999999999
2017,8,4.379166666666666
2017,9,5.345833333333334
2017,10,3.1956521739130435
2017,11,5.5
2017,12,8.025
2017,13,3.3571428571428568
2017,14,8.695833333333335
2017,15,4.708333333333333
2017,16,3.530434782608696
2017,17,5.120833333333334
2017,18,6.577272727272727
2017,19,7.058333333333333
2017,20,4.083333333333333
2017,21,5.620833333333334
2017,22,2.991304347826087
2017,23,6.9375
2017,24,5.929166666666667
2017,25,7.2565217391304335
2017,26,7.7956521739130435
2017,27,4.375
2017,28,6.4375
2017,29,5.15
2017,30,6.7375
2017,31,5.133333333333334
2017,32,5.379166666666666
2017,33,7.820833333333333
2017,34,3.125
2017,35,6.3
2017,36,7.833333333333332
2017,37,4.675
2017,38,10.824999999999998
2017,39,5.375
2017,40,6.337500000000001
2017,41,3.3625000000000003
2017,42,2.2916666666666665
2017,43,3.483333333333333
2017,44,3.525
2017,45,3.7916666666666665
2017,46,4.343478260869565
2017,47,2.6625
2017,48,3.1958333333333333
2017,49,3.5083333333333333
2017,50,2.995833333333333
2017,51,6.045454545454546
2017,52,3.2916666666666665
